id,channel,text,kein_Geschwurbel,Coronaverharmlosung,Impfung_ist_gefährlich,Maßnahmenkritik,alternative_Gegenmittel,Coronaverschwörung,QAnon,sonstige_Verschwörung,GMF,Indoktrination,Staat_als_Gegner,Pseudowissenschaft,Schlafschafe,Millenarismus,sonstiges_Geschwurbel
128,xavier_naidoo,"Allgemeine StartseiteGießen Xavier Naidoo antwortet seinen Kritikern © Nastasja Becker 01.09.19 18:11 VOR 5000 FANS Xavier Naidoo antwortet seinen Kritikern von Nastasja Akchour-Becker Sein Auftritt beim Gießener Kultursommer hatte im Vorfeld hohe Wellen geschlagen. Xavier Naidoo geht auf dem Schiffenberg auf die Kritik an seiner Person ein. Für 5000 Fans zählt seine Musik. Bei Xavier Naidoo spalten sich ein wenig die Geister. Die einen halten ihn für einen großartigen Musiker und lieben seine Songs, die anderen kritisieren ihn für sein Auftreten und seine Äußerungen. Letztere sind am Samstagabend aber nur eine Minderheit in Gießen. Nur ein Dutzend Menschen haben sich zum vorher angekündigten Protest vor dem Konzertgelände eingefunden. Die übrigen knapp 5000 Besucher auf dem Schiffenberg genossen Naidoos Musik - und der Musiker selbst nutzte die Gelegenheit, etwas zu den Kontroversen zu sagen. Die Wellen hatten um den Mannheimer Soul- und Popsänger in den vergangenen Jahren hoch geschlagen: Da war sein umstrittener Auftritt am Rande einer Demonstration von Reichsbürgern am Tag der Deutschen Einheit in Berlin 2014. Wenig später zog der NDR seine Nominierung für den Eurovision Song Contest zurück. Naidoo ging erfolgreich gerichtlich gegen Antisemitismusvorwürfe vor; trotzdem wurde ihm wurde vorgeworfen, rechtsextremes und verschwörungstheoretisches Gedankengut zu bedienen. Zuletzt geriet der R&amp;B-Sänger dann wegen des Söhne Mannheims Lied ""Marionetten"" in die Kritik. Beim Kultursommer auf dem Schiffenberg konzentriert sich Naidoo nach dem grandios-langsamen Opening mit ""Stille"" auf das, was er am besten kann: auf das Singen. Deshalb verzichtet er auch auf ausgefeilte Bühnentechnik oder Show- und Tanzeinlagen. Meistens sitzt er auf einem Hocker vor dem Mikrofon. Vor ihm ein Ständer mit den Liedtexten. ""Jetzt geht ihr nach Hause und sagt: ›Der ist alt geworden. Muss auf der Bühne sitzen und den Text ablesen"", witzelt Naidoo, der auch keinen Hehl daraus macht, dass er in drei Jahren schon 50 wird. Er wolle sich aufs Singen konzentrieren, erklärt der gut gelaunte Sänger mit der unvergleichlichen Stimme. ""Nehmt’s mir nicht übel."" @Xavier_Naidoo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,epochtimesde,"+++ Epoch Times wünscht Ihnen einen schönen Mittwochabend! +++ Hier für Sie eine aktuelle Auswahl an Nachrichten und Kommentaren aus unserer Redaktion +++ Top-Thema... RKI: „Es ist noch völlig offen, wie sich diese Epidemie weiter entwickelt“ https://www.epochtimes.de/politik/deutschland/rki-kann-wirksamkeit-der-massnahmen-gegen-corona-noch-nicht-einschaetzen-2-a3195559.html Nachrichten aus Deutschland... Corona-Sondersitzung im Bundestag: Massiver Eingriff in Grundrechte geplant https://www.epochtimes.de/politik/deutschland/livestream-bundestag-massiver-eingriff-in-grundrechte-geplant-a3195156.html Kelber hat weiter Bedenken gegen Spahns Infektionsschutzgesetz https://www.epochtimes.de/politik/deutschland/kelber-hat-weiter-bedenken-gegen-spahns-infektionsschutzgesetz-a3195564.html Arbeitsministerium: „Drastischer Anstieg“ bei Kurzarbeit https://www.epochtimes.de/politik/deutschland/arbeitsministerium-drastischer-anstieg-bei-kurzarbeit-a3195049.html Thyssenkrupp streicht im Stahlgeschäft 3000 Stellen – Betrieb schon vor Corona-Krise marode https://www.epochtimes.de/wirtschaft/unternehmen/thyssenkrupp-streicht-im-stahlgeschaeft-3000-stellen-betrieb-schon-vor-corona-krise-marode-a3195100.html Lambrecht: Unternehmen notfalls verstaatlichen – Insolvenzfristen sollen rückwirkend ausgesetzt werden https://www.epochtimes.de/politik/deutschland/justizministerin-unternehmen-notfalls-verstaatlichen-a3195258.html Moscheen in Duisburg und Hannover gehen in der Corona-Krise zum öffentlichen Gebetsruf über https://www.epochtimes.de/politik/deutschland/moscheen-in-duisburg-und-hannover-gehen-in-der-corona-krise-zum-oeffentlichen-gebetsruf-ueber-a3195478.html Otto verkauft in Corona-Krise mehr Haarschneider und Wandfarbe https://www.epochtimes.de/wirtschaft/unternehmen/otto-verkauft-in-corona-krise-mehr-haarschneider-und-wandfarbe-a3195027.html Im Blickpunkt: Der KPCh-Corona-Virus aus China... „Spiel null“: Bergamo und die Lombardei – Epizentrum für Chinas KP-Virus in Europa https://www.epochtimes.de/politik/europa/spiel-null-bergamo-und-die-lombardei-epizentrum-fuer-chinas-kp-virus-in-europa-a3194711.html Verfassungsschutz beobachtet russischen Sender „RT Deutsch“ https://www.epochtimes.de/politik/deutschland/verfassungsschutz-beobachtet-russischen-sender-rt-deutsch-a3195030.html China hebt Verkehrssperrungen in Provinz Hubei auf – Einwohner von Wuhan bleiben skeptisch https://www.epochtimes.de/politik/welt/china-hebt-verkehrssperrungen-in-provinz-hubei-auf-epizentrum-wuhan-bleibt-vorerst-abgeriegelt-a3194124.html Auslandsnachrichten... G7-Gipfel: Maas will globale Antworten in Corona-Krise – spricht von „Spirale nationaler Egoismen“ https://www.epochtimes.de/politik/welt/g7-gipfel-maas-will-globale-antworten-in-corona-krise-spricht-von-spirale-nationaler-egoismen-a3195095.html Größtes Konjunkturpaket in der Geschichte der USA: Trump leitet Zwei-Billionen-Dollar-Hilfspaket ein https://www.epochtimes.de/politik/welt/groesstes-konjunkturpaket-in-der-geschichte-der-usa-trump-leitet-zwei-billionen-dollar-hilfspaket-ein-a3195139.html „Lasst die Alten sterben“? Deutsche Medien verdrehen Corona-Aussagen des Vizegouverneurs von Texas https://www.epochtimes.de/politik/welt/lasst-die-alten-sterben-deutsche-medien-verdrehen-corona-aussagen-des-vizegouverneurs-von-texas-a3195298.html Kommentar... Corona-Krise: Deutschlands „Spiel null“? https://www.epochtimes.de/politik/deutschland/corona-krise-deutschlands-spiel-null-a3195532.html Mehr aktuelle Nachrichten auf www.epochtimes.de Viele Grüße Ihre Epoch Times Redaktion🗞",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,compactmagazin,"Die aktuelle Krise trifft den deutschen Mittelstand hart – natürlich auch ein kleines Unternehmen wie COMPACT. Wir generieren ungefähr die Hälfte unserer Umsätze durch den Verkauf an Kiosken und im Bahnhofshandel. Durch die Stillegung des öffentlichen Lebens müssen wir mit einem Einnahmeausfall von mindestens 15.000 Euro monatlich rechnen. Obwohl wir ein liquides Unternehmen sind und in den letzten zwei Jahren einen schönen Überschuss erzielt haben, ist diese Entwicklung für uns gefährlich. In dieser außergewöhnlichen Situation brauchen wir die Unterstützung unserer Leser und Freunde! * Kaufen Sie verstärkt in unserem Online-Shop statt am Kiosk: https://www.compact-shop.de * Abonnieren Sie unser Magazin: http://www.compact-abo.de * Helfen Sie uns mit Ihrer Spende: https://www.compact-online.de/spenden/ oder per Paypal an verlag@compact-mail.de",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,gunnarkaisertv,"„Plötzlich sind sich zu viele Regierungen einig: Ausnahmezustände und Notstandsgesetze sowie die ungebremste Beschleunigung der Digitalisierung zur Totalüberwachung unserer Gesundheit sind die einzige Möglichkeit, mit der Corona-Krise umzugehen. Binnen weniger Wochen scheint das geistige Virus der postfaktischen Gefühlsduselei und Identitätspolitik zugunsten einer globalen Politik überwunden worden zu sein, die ein New Yorker Freund von mir als «wissenschaftsgläubiges Nordkorea» bezeichnet hat. Aus dem biologischen Realismus leiten die Regierungen einen neuen politischen Objektivismus ab. Doch hier ist grösste Skepsis angebracht.“ https://www.nzz.ch/feuilleton/coronavirus-warum-der-virologische-imperativ-auch-gefaehrlich-ist-ld.1548594",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,qlobalchange,"X-22 Report vom 26.3.2020 - Habeas Corpus* bereit - Massenhaftes Erwachen - Stiller Krieg geht weiter.. - Episode 2132b Übersetzung von Dirk Dietrich* Der Deep State und die Massenmedien puschen ihr Event ins Extreme. Das ist das Letzte, was ihnen geblieben ist, ihr letzter Angriff. Sie wollen mit allen Mitteln verhindern, dass Trump die Wirtschaft wieder hochfährt. Wir müssen uns erinnern, was der Deep State, die Zentralbänker, wirklich wollen. Sie wollen die Wirtschaft abstürzen lassen und die gesamte Bevölkerung ins Chaos stürzen, und zwar schlimmer als 2008-2009. Und sie wollen das weltweit. Wenn Du Dir die Aussagen von Obama, Hillary Clinton und den anderen ansiehst, wollen sie das Land die nächsten Monate komplett runterfahren. Was wird wohl geschehen, wenn Du die USA und andere Länder für so eine lange Zeit abschaltest? Das gesamte globale Zentralbanksystem, unter dem wir uns jetzt befinden, würde implodieren. Das würde ein weltweites Chaos auslösen und die Gesellschaft, wie wir sie kennen, komplett zerstören. In jedem Land. Das ist ihre Absicht. Trump und die Patrioten wissen das und deshalb hat Trump auch gesagt, dass er das Land zu Ostern gerne wieder öffnen möchte. Er hat das verstanden und ist sich der Dringlichkeit dessen bewusst. Ich glaube, dass Trump und die Patrioten das in ihrem Plan berücksichtigt haben. Und wir sehen gerade, wie sich der Plan vor unseren Augen entfaltet. Q erzählt uns von dem Plan. https://qlobal-change.blogspot.com/2020/03/x-22-report-vom-2632020-habeas-corpus.html",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
141,epochtimesde,"+++ Epoch Times wünscht Ihnen einen schönen Montagmorgen! +++ Hier für Sie eine aktuelle Auswahl an Nachrichten und Kommentaren aus unserer Redaktion +++ Top-Thema... Abwarten, „Pandemiewirtschaft“, Exit-Plan und Lastenausgleich: Deutsche Politiker zur aktuellen Entwicklung https://www.epochtimes.de/politik/deutschland/abwarten-pandemiewirtschaft-exit-plan-und-lastenausgleich-deutsche-politiker-zur-aktuellen-entwicklung-a3198809.html Nachrichten aus Deutschland... Mecklenburg-Vorpommerns Ministerpräsidentin will noch schärfere Regeln https://www.epochtimes.de/politik/deutschland/mecklenburg-vorpommerns-ministerpraesidentin-will-schaerfere-regeln-a3199367.html Stichwahlen in Bayern: Machtwechsel in Nürnberg https://www.epochtimes.de/politik/deutschland/stichwahlen-in-bayern-machtwechsel-in-nuernberg-a3199359.html Kanzleramt ohne Plan wann der Zeitpunkt zum Ausstieg aus Corona-Maßnahmen gekommen ist https://www.epochtimes.de/politik/deutschland/kanzleramt-ohne-plan-wann-der-zeitpunkt-zum-ausstieg-aus-corona-massnahmen-gekommen-ist-a3199333.html Polizei: Deutlich gestiegene Zahl an Corona-Infektionen – auch Schutzausrüstung ist knapp https://www.epochtimes.de/politik/deutschland/polizei-deutlich-gestiegene-zahl-an-corona-infektionen-auch-schutzausruestung-ist-knapp-a3198404.html Fleischproduzent Tönnies kritisiert Einreisestopp für Osteuropäer – billige Subunternehmer fehlen https://www.epochtimes.de/wirtschaft/unternehmen/fleischproduzent-toennies-kritisiert-einreisestopp-fuer-osteuropaeer-billige-subunternehmer-fehlen-a3199196.html Tausende Verkäufer und Pflegekräfte müssen aufstocken https://www.epochtimes.de/politik/deutschland/tausende-verkaeufer-und-pflegekraefte-muessen-aufstocken-a3199311.html Linken-Chef Riexinger für fünf Prozent Vermögensabgabe ab Vermögen von einer Million https://www.epochtimes.de/politik/deutschland/linken-chef-riexinger-fuer-5-prozent-vermoegensabgabe-ab-1-millionen-vermoegen-a3199258.html Im Blickpunkt: Der KPCh-Corona-Virus aus China... Corona-Pandemie im Newsticker: Deutschland: 61.182 Personen als infiziert gemeldet – Russland schließt seine Grenzen https://www.epochtimes.de/politik/welt/corona-pandemie-im-newsticker-deutschland-61-182-personen-als-infiziert-gemeldet-russland-schliesst-seine-grenzen-a3197172.html „Vorrat für zehn Tage“: Corona-Krise lenkt Blick auf Katastrophenschutz-Konzept des Bundes 2016 https://www.epochtimes.de/politik/deutschland/vorrat-fuer-zehn-tage-corona-krise-vorratsrechner-katastrophenschutz-konzept-des-bundes-2016-a3198530.html Italien: Mit Tauchermasken gegen die Atemnot https://www.epochtimes.de/politik/europa/italien-mit-tauchermasken-gegen-die-atemnot-a3199144.html Auslandsnachrichten... Ehepaar in Dubai läuft Marathon auf dem 20-Meter-Balkon https://www.epochtimes.de/panorama/sportlich/ehepaar-in-dubai-laeuft-marathon-auf-dem-balkon-a3199122.html Saudi-Arabien fängt Raketen über Riad und Grenzstadt zum Jemen ab – Huthis bekennen sich zu Angriff https://www.epochtimes.de/politik/welt/saudi-arabien-faengt-raketen-ueber-riad-und-grenzstadt-zum-jemen-ab-a3199117.html Grönland verbietet wegen Corona-Krise Verkauf von Alkohol in der Hauptstadt https://www.epochtimes.de/politik/welt/groenland-verbietet-wegen-corona-krise-verkauf-von-alkohol-in-der-hauptstadt-a3199060.html Mehr aktuelle Nachrichten auf www.epochtimes.de Viele Grüße Ihre Epoch Times Redaktion🗞",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,schrangtv,"!!!!!Ruppiner Kliniken!!!!! Richtigstellung. Die Mail erreichte mich. Habe Sie nicht auf Richtigkeit überprüft. Lieber Heiko! Ich bin Mitarbeiterin der Ruppiner Kliniken. Die Corona-Aufnahme ist noch nicht geöffnet! Deswegen sieht alles verweist aus. Es gibt extra ein Haus für Covid-Patienten! Der Artikel wurde von jemandem geschrieben der wirklich nur dumm rumgeschnüffelt hat. Des weiteren ist im einem der Häuser im Keller eine Untersuchungsstelle für Corona-Patienten. Wir haben hier ca. 12 Fälle von Corona, die nicht in stationärer Behandlung sind. Bitte lieber Heiko, mach dazu ne kurze Stellungnahme. Dieser Artikel ist einfach nur schlecht und außerdem falsch! Das Drive-In-Zelt darf nur mit Termin angefahren werden! Bitte stelle das richtig! Ich hab mich gestern schon bei Facebook über den Artikel geärgert. Mehr noch bezweifle ich das die Bilder von den Behandlungsräumen aus den Ruppiner Kliniken sind!!! Wir erwarten erst noch den großen Ansturm. Es ist mir wirklich wichtig dass du es richtig stellst. Ich mag dich und deine Arbeit, bitte lass dich nicht von falschen Berichten blenden. Liebe Grüße",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,coronainformationskanal,"Das Robert-Koch-Institut taucht ab! ""Am Freitag wiederum tauchte Wieler ganz ab. Die Kommunikation mit der Öffentlichkeit hatte das RKI – immerhin kein Wissenschaftsbetrieb, sondern die für Infektionskrankheiten zuständige Bundesbehörde – schon zuvor eingeschränkt. Zu den Pressekonferenzen werden keine Reporter mehr zugelassen; Fragen sind schriftlich einzureichen, das lässt bequemerweise eine Vorauswahl zu, zudem sind Nachfragen nicht möglich."" https://www.welt.de/print/die_welt/article206856155/Kommentar-Das-RKI-taucht-ab.html?wtmc=socialmedia.facebook.shared.web",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,davebrych_public,"⚠️ Deswegen findest du im 5 IDEEN 💡 Club Mitgliederbereich die besten Inhalte für Online Marketing und Business! Jetzt für nur 1,- € testen! (Nach dem Testzeitraum statt für 19,95 € jetzt nur 7,- € ✅ im Monat) Es erwarten dich diese Inhalte: + Zugang zu allen bisherigen Webinaraufzeichnungen + Videobuffett das ""Netflix"" für Business &amp; Mindset + Zugang zur Mindset Mastery + Aufzeichnung der Macher Masterclass (dem 12 Wochenprogramm) + exklusiv die Aufzeichnung ""TOOLS &amp; HILFE IN DER KRISE"" was ab sofort 14tägig stattfindet. Mach was draus! ➡️ https://www.5ideen.com/club ⭐️⭐️⭐️⭐️⭐️ Jetzt für nur 1,- € testen!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,davebrych_public,"(PRESSE) Deichmann in Kurzarbeit und kurzatmig ""Vier Wochen halten wir das sicher durch"", sagt Deichmann. ""Wenn wir über drei Monate oder mehr reden, dann wird es ernst."" ""...geschlossen sind aktuell nicht nur die 1500 Filialen in Deutschland, deren Belegschaft ab dem 6. April in Kurzarbeit gehen wird. ""Wir haben in 28 von 30 Ländern die Filialen inzwischen geschlossen, allein in den USA betreiben wir 600 Läden. 96 Prozent des Gesamtumsatzes fehlen uns gerade."" https://www.stern.de/wirtschaft/news/deichmann-chef-verteidigt-mietstundungen-in-der-corona-krise-9205358.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,schrangtv,"Prof. Dr. Ansgar Lohse ist Klinikleiter des Universitätsklinikum Hamburg-Eppendorf. Der Infektiologe ruft zu einem sofortigen Ende der Ausgangsbeschränkungen auf. Diese seien medizinisch sinnlos und katastrophal. „Viele Menschen werden leiden und sterben, weil andere Krankenhausbetten reduziert werden, weil Menschen vereinsamt und andere zusammengepfercht leben müssen, weil Karrieren und Existenzen gefährdet werden.“ Je länger die Maßnahmen, umso höher die Sterblichkeit. Lohse ist sich sicher, dass es keine Impfung vor 2021 geben wird. Daher gebe es nur eine Möglichkeit mit dem Virus umzugehen: „Ohne eine Impfung kann die unkontrollierte Ausbreitung des Virus nur gestoppt werden, wenn eine ausreichende Zahl von Menschen eine Immunität entwickelt. Die Epidemie wird sonst jedes Mal neu aufflammen, wenn wir die Maßnahmen lockern. Wir müssen zulassen, dass sich diejenigen, für die das Virus am ungefährlichsten ist, zuerst durch eine Ansteckung immunisieren.“",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,epochtimesde,"+++ Epoch Times wünscht Ihnen einen schönen Dienstagabend! +++ Hier für Sie eine aktuelle Auswahl an Nachrichten und Kommentaren aus unserer Redaktion +++ Top-Thema... Maskendebakel: Berlins Bürgermeister Müller entschuldigt sich bei Trump für Wortwahl https://www.epochtimes.de/politik/welt/berlins-buergermeister-entschuldigt-sich-fuer-wortwahl-in-usa-maskendebakel-a3207784.html Nachrichten aus Deutschland... „Handelsblatt“: Regierung will Arbeitszeitgesetz lockern https://www.epochtimes.de/politik/deutschland/handelsblatt-regierung-will-arbeitszeitgesetz-lockern-a3207171.html Regierung will Unternehmen vor feindlichen Übernahmen aus dem Ausland schützen https://www.epochtimes.de/politik/welt/regierung-will-unternehmen-vor-uebernahmen-aus-dem-ausland-schuetzen-a3207202.html „Ich hab das Gefühl, ich hab’s hinter mir“: Merz über die Corona-Infektion https://www.epochtimes.de/politik/deutschland/ich-hab-das-gefuehl-ich-habs-hinter-mir-merz-ueber-die-corona-infektion-a3207274.html Wahlrechtsreform auf der Kippe: Opposition wirft Groko Reform-Verschleppung vor https://www.epochtimes.de/politik/deutschland/wahlrechtsreform-auf-der-kippe-opposition-wirft-groko-reform-verschleppung-vor-a3207031.html Im Blickpunkt: Der KPCh-Corona-Virus aus China... Auf Intensivstation: Britischer Premier hat Sauerstoff bekommen https://www.epochtimes.de/politik/europa/auf-intensivstation-britischer-premier-hat-sauerstoff-bekommen-a3207126.html US-Unternehmen soll über 166 Millionen Schutzmasken „von hoher Qualität“ produzieren https://www.epochtimes.de/politik/deutschland/us-unternehmen-soll-ueber-166-millionen-schutzmasken-von-hoher-qualitaet-produzieren-a3207298.html Unbrauchbare Schutzmasken aus China nach Österreich und Südtirol geliefert https://www.epochtimes.de/china/unbrauchbare-schutzmasken-aus-china-nach-oesterreich-und-suedtirol-geliefert-a3207038.html Auslandsnachrichten... Ein Überblick: Österreich und Dänemark lockern erste Corona-Maßnahmen https://www.epochtimes.de/politik/europa/ein-ueberblick-oesterreich-und-daenemark-lockern-erste-corona-massnahmen-a3207022.html Britische Regierung: Zahlreiche Corona-Fälle in Downing Street Number 10 https://www.epochtimes.de/politik/europa/britische-regierung-zahlreiche-corona-faelle-in-downing-street-number-10-a3207317.html Berufungsgericht kippt Kindesmissbrauch-Urteil – Kardinal Pell freigesprochen https://www.epochtimes.de/politik/welt/berufungsgericht-kippt-kindesmissbrauch-urteil-kardinal-pell-freigesprochen-a3207081.html Russland kritisiert „Deutsche Welle“ wegen Falschinformationen – DW weist Vorwürfe zurück https://www.epochtimes.de/politik/welt/russland-kritisiert-deutsche-welle-wegen-falschinformationen-dw-weist-vorwuerfe-zurueck-a3206771.html Tschernobyl: Erhöhte Radioaktivität in Gegend um AKW-Ruine nach Ausbruch von Waldbränden https://www.epochtimes.de/politik/welt/tschernobyl-erhoehte-radioaktivitaet-in-gegend-um-akw-ruine-nach-ausbruch-von-waldbraenden-a3207231.html „Sehr freundliches Gespräch“: Trump und Biden telefonieren in der Krise https://www.epochtimes.de/politik/welt/trump-und-biden-telefonieren-wegen-corona-krise-a3207076.html Leiche von Kennedys vermisster Nichte nach Bootsunglück gefunden https://www.epochtimes.de/politik/welt/leiche-von-kennedys-vermisster-nichte-nach-bootsunglueck-gefunden-a3207340.html Mehr aktuelle Nachrichten auf www.epochtimes.de Viele Grüße Ihre Epoch Times Redaktion🗞",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,wodarg,"Wenn es der Regierung wirklich um die Gesundheit der Bevölkerung ginge, dann käme man nicht umhin, in einen offenen Diskurs mit fachlich kompetenten Menschen wie Wolfgang Wodarg oder Prof Streek und anderen zu gehen und im offenen Diskurs herauszufinden, was wirklich sinnvoll ist. Stattdessen werden diese Personen unangemessen diskreditiert. Deshalb kommt der mündige Bürger nicht umhin, davon auszugehen, dass es in Wahrheit um die vollständige Kontrolle (siehe Tracking App!) und um die Zwangsimpfung geht. 🤷‍♀️🤔😷",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
156,qlobalchange,"Q3909 In der Reihenfolge lesen. 1. https://www.breitbart.com/politics/2020/04/06/gop-gears-up-for-next-relief-fight-democrats-want-the-federal-government-to-take-over-elections/ 📁 [Deutsch] 2. https://www.foxnews.com/opinion/coronavirus-elections-wisconsin-democrats-harmeet-dhillon 📁 [Deutsch] 3. https://twitter.com/realDonaldTrump/status/1247861952736526336 📁 [Bei Twitter Übersetzungsfunktion nutzen] Warum empfahl die WHO mehrmals nachdrücklich, KEIN Reiseverbot zu verhängen? Warum haben ausgewählte [Demokraten] Governeure die Verwendung von Hydroxychloroquin verboten [Schlüssel]? Warum treiben die FAKE NEWS den Einsatz von Anti-Hydroxychloroquin [Angsttaktik bzgl: Verwendung] voran? Warum wurde die Amtsenthebung schnell durch das H (Repräsentantenhaus) durchgesetzt? [Haben sie damit gerechnet, dass R (Republikaner) neue Zeugen blockieren?] Zeitempfindlich? Warum? Wann wurde [BIDEN] zum Spitzenreiter? Warum war dies von entscheidender Bedeutung? Was geschah unmittelbar danach? WER PROFITIERT AM MEISTEN DAVON? ALLES STAND AUF DEM SPIEL. Als alles andere SCHEITERTE... VERSUCHEN SIE ZU BETRÜGEN? Willkommen bei der [D][Volksrepublik China] Partei. Der Stille Krieg geht weiter... [6+] Q",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
158,q_anonymous_kanal_deutschland,"Dies ist ein Kommentar von einem anon, Ich frage mich manchmal sogar ob man heute noch Star werden kann ohne einen ""Vertrag"" mit Satan&amp;Co zu schließen. Ich beobachte die Szene sehr genau weil ich schon länger mit dem Thema befasse. Und Ex-Satanisten kannte. Den Abschuss brachten zwei Comedians, deren Vorstellungen ich besuchte. Einer davon ist in Deutschland sehr bekannt. Beide brachten als Auftakt ihres Programms einen ""Satanismus ist doch garnicht so schlimm"" Werbeblock und zwar unabhängig voneinander im identischen Wortlaut, als hätten sie den gleichen Text auswendig gelernt. Dann kam bei beiden der Spruch ""kennt ihr Wacken?"" (das ist ein jährliches Heavy Metal Konzert im Dorf Wacken in Deutschland). Dann wurde ""WACKÄÄÄN!!!"" gebrüllt mit dem Zeichen des Gehörnten, der sogenannten Pommesgabel. Hier geht es natürlich nur darum, die Zeichen Satans so oft wie möglich in die Öffentlichkeit zu bringen, so steht es offensichtlich in ihrem ""Vertrag"". Und wenn man sich ein wenig umschaut sieht man eine Sechshundertsechsundsechzig auf einem Plattencover, ein Satanskreuz auf einer Pandamaske, santanistische T Shirts unter Sakkos, Feuer als Hintergrund in einer Sendung (Satan=Element Feuer) oder in Liedtexten usw usf. Der Medienkonsument wird täglich mit satanistischen Symbolen beschossen ohne daß er das bewußt wahrnimmt. Es hat sich anscheinend herumgesprochen daß Verträge mit Satan lukrativ sind und sie funktionieren offensichtlich auch. Was den Leuten nicht bewußt ist, sie werden über den Tisch gezogen, es ist Betrug, der Preis den sie zahlen ist etwa so wie damals als den Indianern ein paar Glasperlen für viele Hektar Land gegeben wurden. Ich will das hier nicht weiter ausbreiten, es sprengt den Rahmen und eigentlich sollte das jedem von vornherein klar sein. Finger weg davon!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,qlobalchange,"Q3918 Die Mainstream-Medien und Demokraten sind Feinde des Volkes https://www.foxnews.com/media/ag-william-barr-disappointed-by-partisan-attacks-levied-at-president-trump-says-media-on-a-jihad-against-hydroxychloroquine 📁 Schwer vorstellbar, dass die Medien [D-Partei] versuchen, alle Hoffnung auf eine Heilung zunichte zu machen? Schwer vorstellbar, dass die Medien [D-Partei] wollen, dass die Öffentlichkeit bis zur Wahl in Angst [bzgl. COVID-19] verharrt? Schwer vorstellbar, dass Medien [D-Partei] bereit sind, Leben zu opfern, um die Macht wiederzuerlangen? FEINDE DES VOLKES. Schwierige Wahrheiten werden bald das Licht der Welt erblicken. Q",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
162,wirsindvielmehr,"Städte- und Gemeindebund will „Corona-Soli“ einführen‼️ Der deutsche Städte- und Gemeindebund befürwortet eine Sonderabgabe nach Vorbild des Solidaritätszuschlages, um die wirtschaftlichen Folgen der Coronakrise abzufedern. Ja klar, CO2 Steuer, steigende Energiekosten, Corona-Soli... ...währenddessen unsere Steuergelder für den Transfer und die Versorgung neuer ""Schutzsuchenden"", Wachpersonal und Zerstörung in Erstaufnahmeeinrichtungen, Prozesse und Anwälte für Widerspruchsverfahren bei abgelehnten Asylbewerbern, Diätenerhöhungen unserer Volksvertreter ...usw wie Federn in die Luft geblasen werden‼️ Das alles bei steigenden Lebenshaltungskosten und Kurzarbeit, von der sich so manch braver Steuerzahler lange nicht erholen wird‼️ https://www.deutschlandfunk.de/covid-19-staedte-und-gemeindebund-will-corona-soli.2932.de.html ♦️♦️♦️♦️♦️♦️♦️♦️♦️ Abonniert unseren Kanal t.me/Wirsindvielmehr ♦️♦️♦️♦️♦️♦️♦️♦️♦️",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
