channel,id,datetime,text,Suggestivität,Absolutheitsanspruch und Umgang mit Quellen,Emotionalität,Auffälligkeit der Argumentation,Komplexitätsreduktion,Entfernung von Wirklichkeit,Gesamtschwurbeligkeit
querdenken30,65968,2022-02-07T11:19:59Z,"Die kleine Grafik zeigt einen recht hohen Anteil von Leuten mit abgeschlossenem Studium. Das bedeutet nicht viel, weil das nichts weiter heißt, als ein Studium abgeschlossen zu haben. Wichtiger ist, was haben sie damit gemacht, was wissen sie vom wirklichen Leben. Wie ist das anwendbar und was lerne ich noch dazu. Nicht nur Fakten, sondern Erfahrungen, Gefühle, Lösungsorientierung mit Herz und Verstand das fehlt den studierten Politikern.",3.6666666666666665,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,2,2.3333333333333335
querdenken_hannover511,81748,2022-02-10T15:35:17Z,"Selbst wenn der Typ bei Demos für unsere Grundrechte mit läuft.... geht mir am ARSCH vorbei!
Demokratie und freie Meinungsäußerung gebietet nunmal, daß man solche Menschen auch ertragen muss und wenn der auch für seine Grundrechte und Freiheiten demonstrieren möchte, dann ist das halt so. 
Ich finde Leute wie Dich einfach ekelhaft! Billige Versuche Menschen zu verunsichern und davon abzuhalten für Freiheit und die ihnen zustehenden Grundrechte zu demonstrieren. Damit machst Du Dich zum Handlanger jener Politiker, die uns unsere Rechte nehmen und seit 2 Jahren regelrecht terrorisieren.",3.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.6666666666666665,2.6666666666666665,3
stuttgartgrundgesetzdemos,30313,2022-02-14T21:12:26Z,"❤️🔥❤️Sehr schönes Lied ❤️🔥❤️

🥰 Das sind wohl die liebsten „Nazis“ weltweit ... 🥰

https://youtu.be/qe7wI-w42jE

t.me/GiovannaVonWinterfeldt
t.me/SchwrzVyce

Komm gib mir Deine Hand ...
Und hab doch keine Angst ...
Wir halten fest zusammen ...
Auf dem Weg zum Neuanfang.

Wir geh für unser Land ... 
ist der Weg noch so lang, 
Nichts, was uns halten kann ...
Bei unserm Spa-zier-gang ❤️🔥

🔥 Montags - Spaziergang 🔥

gegen Ungerechtigkeit, Willkür und Gesetzlosigkeit der Regierung

14022022

t.me/StuttgartGrundgesetzDemos ⬆️⬆️⬆️🔼🔼🔼⬆️⬆️⬆️

👉 Stuttgart Widerstand Grundrechte Freiheit Grundgesetz Demos 👈",4,2.8333333333333335,3.3333333333333335,2.3333333333333335,3.1666666666666665,2.8333333333333335,3.5
iavyc2srfdy1ogy6,128033,2022-02-24T22:56:43Z,"Ja, die rote Linie war klar und die Transatlantiker haben gedacht, dass sie Putin weiter verarschen können. Ich habe den Verdacht, dass es viele Ukrainer gibt, die ebenso wie die im Donbas froh sind, dass jetzt Schicht ist. Auch in der Ukraine wollen viele die Nazis nicht. Man muss kein Freund von Putin sein aber verstehen kann ich ihn. Precht ist für mich ein Wendehals und Laberer. Hier bin ich nicht auf Deiner Linie.",3.6666666666666665,3.6666666666666665,2.6666666666666665,3,4,3,3.6666666666666665
coronawahrheit,8897,2022-03-14T22:10:52Z,"Corona-Sterbezahlen vs. Pandemie-Sterbezahlen
Eine aktuelle Studie mit dem Titel “Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21”, welche im Journal The Lancet veröffentlicht wurde, befasst sich mit den weltweiten Todesfallzahlen im Rahmen der Corona-Pandemie im Zeitraum vom 01. Januar 2020 bis 31. Dezember 2021.
Die Wissenschaftler kommen zu folgendem Ergebnis:
Zitat:
„Die COVID-19-Todesfälle zwischen dem 1. Januar 2020 und dem 31. Dezember 2021 beliefen sich weltweit auf insgesamt 5,94 Millionen, während es in diesem Zeitraum 18,2 Millionen zusätzliche Todesfälle aufgrund der COVID-19-Pandemie (gemessen an der zusätzlichen Sterblichkeit) gab.“
Dies bedeutet, die Sterberate durch die Pandemiebegleitumstände lag um das 3-fache über der Gefahr an einer Coronainfektion zu versterben.
Hier der Link zur Publikation: https://doi.org/10.1016/S0140-6736(21)02796-3

🔵https://www.aerztefueraufklaerung.de
🔵https://t.me/aerztefueraufklaerungoffiziell",4,3,1.2,2.2,3,2,2.4
demotermine,53546,2022-03-20T23:09:26Z,"POL-HB: Nr.: 0170 ‼️
Polizei begleitet Demonstration Bremen ‼️

Ort: Bremen-Neustadt/Mitte/Östliche Vorstadt
Zeit: 18.03.2022, 16:00 bis 20:30 Uhr
Am Freitagabend fanden in der Bremer Neustadt und in der Innenstadt jeweils ein Kundgebung und eine Demonstration statt. Bei der Demonstration wurde mehrfach Pyrotechnik gezündet und polizeifeindliche Parolen skandiert. Einsatzkräfte fertigten mehrere Anzeigen.

Zunächst hielten um 16:00 Uhr auf dem Marktplatz etwa 30 Menschen eine Kundgebung ab. Nach gut anderthalb Stunden wurde diese ohne Zwischenfälle beendet.

Gegen 18:30 Uhr versammelten sich etwa 250 Personen in der Friedrich-Ebert-Straße zu einem Aufzug unter dem Motto ""Unsere Solidarität gegen ihre Repression"". Auf der Strecke in Richtung Östliche Vorstadt wurde mehrfach Pyrotechnik gezündet und polizeifeindliche Parolen, wie ""ACAB, ganz Bremen hasst die Polizei und Pflastersteine für Bullenschweine"" gerufen. Kurz nach der Wilhelm-Kaisen-Brücke wurde die Demonstration aus diesem Grunde von Einsatzkräften gestoppt. Per Lautsprecher forderte die Polizei dazu auf, das Zünden von Pyrotechnik zu unterlassen. Einige der Teilnehmer versuchten daraufhin eine Polizeikette zu durchbrechen, was durch Einsatzkräfte unterbunden wurde. Die Demonstration endete gegen 20:30 Uhr am Ziegenmarkt im Bremer Steintor.

Die Verstöße wurden durch die Polizei dokumentiert und diverse Anzeigen, unter anderem wegen Verstößen gegen das Sprengstoffgesetz und das Versammlungsgesetz gefertigt. Die weiteren Ermittlungen hierzu dauern an

Rückfragen bitte an:
Pressestelle Polizei Bremen
Bastian Demann
Telefon: 0421 362-12114
http://www.polizei.bremen.de
http://www.polizei-beratung.de

https://www.presseportal.de/blaulicht/pm/35235/5175015e

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",1.4,1,1.4,1,1,1,1
freiheitdergedanken,7464,2022-04-05T14:51:00Z,"💥Völlig Irre: Impfunwilligen Griechen droht die Zwangsenteignung❗️

Griechen, die sich weigern, Bußgelder für Pflichtimpfungen zu zahlen, müssen nun mit der Beschlagnahmung ihres Eigentums rechnen. Athen will die Senioren mit aller Macht gegen Covid-19 impfen lassen.

Nur 14 Prozent der nicht geimpften Griechen im Alter von 60 Jahren und älter haben die von der Regierung im Januar verhängte Geldstrafe bezahlt.

Verweigerer der experimentellen Vakzine wurden mit einer Geldstrafe von 100 Euro pro Monat belegt (im Januar betrug die Strafe 50 Euro, da die Maßnahme Mitte des Monats in Kraft trat). Offiziell geschieht dies, um die geringen Impfquoten anzukurbeln und den Druck auf das Gesundheitswesen angesichts der Coronavirus-Pandemie zu verringern.

👉🏼 QUELLE —————————————
✅PS: Das und viele weitere gut recherchierte und tagesaktuelle Informationen bekommst du auf unserem offiziellen Telegram-Kanal: t.me/freiheitdergedanken 👈 klick

Weil auch Telegram bereits zensiert wird bekommst du jetzt noch die vielleicht letzte Möglichkeit dich kostenlos für unseren unzensierten Newsletter anzumelden und wirklich aufgeklärt zu bleiben. ✅Also jetzt oder nie unseren Newsletter sichern: https://www.freiheitdergedanken.de/ 👈 Du kannst dich unter jeder Mail in Sekunden vom Newsletter abmelden.",4,4,3,3,3.6666666666666665,2.6666666666666665,3.6666666666666665
anonymousnews_org,2314,2022-04-11T23:00:56Z,"⚠️ Wir haben einige böse E-Mails erhalten. Einigen Lesern sind wir zu rechts, anderen wiederum zu links. Wir möchten uns für diese Zuschriften bedanken. Sind diese doch das schönste Kompliment und Bestätigung dafür, dass wir vielleicht nicht alles, aber vieles richtig machen. Im Übrigen halten wir diese Kategorien für völlig überholt. Die Zeiten sind ernst. Nicht rechts und links heißt die Devise, sondern wir hier unten gegen die da oben! https://t.me/anonymousnews_org",3.3333333333333335,3.3333333333333335,3,2.3333333333333335,4,2.6666666666666665,3
freiheitdergedanken,7517,2022-04-13T09:02:59Z,"❗️Deutschland sitzt auf 77 Millionen verschmähten Impfstoffdosen – die Vernichtung läuft bereits 💥

Die deutsche Impfkampagne ist zum Erliegen gekommen – kaum jemand lässt sich noch dazu nötigen, sich die experimentellen Covid-Vakzine verabreichen zu lassen. Ungesundheitsminister Karl Lauterbach hatte jedoch etliche Millionen Dosen der umstrittenen Impfstoffe bestellt, die nun in ihren Lagern allmählich ihr Verfallsdatum erreichen.

👉🏼 QUELLE
—————————————
✅PS: Das und viele weitere gut recherchierte und tagesaktuelle Informationen bekommst du auf unserem offiziellen Telegram-Kanal: t.me/freiheitdergedanken 👈 klick

Weil auch Telegram bereits zensiert wird bekommst du jetzt noch die vielleicht letzte Möglichkeit dich kostenlos für unseren unzensierten Newsletter anzumelden und wirklich aufgeklärt zu bleiben. ✅Also jetzt oder nie unseren Newsletter sichern: https://www.freiheitdergedanken.de/ 👈 Du kannst dich unter jeder Mail in Sekunden vom Newsletter abmelden.",4.666666666666667,4,3.1666666666666665,2.3333333333333335,3.3333333333333335,2.8333333333333335,3.6666666666666665
vivoterra,21565,2022-04-17T16:22:01Z,"ZUERST GEWINNEN DANN BEGINNEN 💚🙏💚

Es ist ein universelles Gesetz, dass alle unsere Erwartungen erfüllt werden. Das, was Du erwartest, das bekommst Du. Da sind beide Varianten möglich. Wenn Du „Gutes“ erwartest, bekommst Du „Gutes“, und wenn Du „Schlechtes“ erwartest, bekommst Du „Schlechtes“. Du kannst also eine ängstliche Erwartungshaltung haben und genau das, was Du befürchtest, erhalten. Ich kann diesen Lehrsatz auch noch anders formulieren, damit Du ihn noch tiefer verstehst:

Es ist ein universelles Gesetz, dass das, wofür wir Dankbarkeit empfinden, uns erfüllt wird. Ja, es ist ein fantastisches Geschenk vom Grossen Geist, dieses Natur-Wissen erfahren und verstehen zu dürfen 🙏

Viele Menschen sind nur auf dem spirituellen Weg, um den Schwierigkeiten im Leben auszuweichen oder um zu Glauben eine Antwort auf sie zu haben. Die Idee von einem besseren Leben in einer besseren Welt nach dem Tod kann dazu führen, dass wir Himmel und Erde, Gut und Böse in uns abspalten. Wenn der einzige Sinn unseres Erdendaseins darin bestünde, ihm in den Himmel zu entkommen, warum müssen wir dann überhaupt geboren werden?

Kann es sein, dass das Paradies, das wir suchen, hier und jetzt ist, wir es aber nicht sehen können, weil wir auf die falsche Weise ins Leben blicken?

Der Antagonismus zu Angst ist nicht Mut – das wäre in diesem Fall Dummheit – sondern es ist Vertrauen. Ich denke nicht, dass es genügt, den Matrix-Gefangenen nur Glaubens-Sätze zu empfehlen.
Ich denke, wir müssen den Menschen zuerst Brücken bauen, damit sie solche Glaubens-Sätze auch glauben können. Sonst sind es für diese Gefangenen auch nur Sprüche und leere Worthülsen.

https://www.youtube.com/watch?v=CT6J_HI-HMk

Aus dem Buch: InYologie - die detaillierte Lehre von Yin und Yang. https://bit.ly/328jYPx

Vivoterra - Die Schatzkammer des Wissens | Bitte Kanal abonnieren und Teilen 🙏 t.me/Vivoterra",4.333333333333333,5,3.3333333333333335,3.6666666666666665,4.333333333333333,4,4.333333333333333
checkmatenews,39829,2022-04-23T16:01:56Z,"Das kann nix gutes bedeuten...

Die WHO hat Nirmatrelvir und Ritonavir, die unter dem Namen Paxlovid vertrieben werden, nachdrücklich für leichte und mittelschwere COVID-19-Patienten empfohlen, bei denen das Risiko einer Krankenhauseinweisung am höchsten ist, und bezeichnete es als die bisher beste therapeutische Wahl für Hochrisikopatienten. Die Verfügbarkeit, die fehlende Preistransparenz bei bilateralen Geschäften des Herstellers und die Notwendigkeit, vor der Verabreichung des Medikaments schnelle und genaue Tests durchzuführen, machen dieses lebensrettende Medikament jedoch zu einer großen Herausforderung für Länder mit niedrigem und mittlerem Einkommen.

Das orale antivirale Medikament von Pfizer (eine Kombination aus Nirmatrelvir und Ritonavir-Tabletten) wird dringend für Patienten mit nicht-schwerem COVID-19 empfohlen, bei denen das Risiko einer schweren Erkrankung und eines Krankenhausaufenthalts am höchsten ist, wie z. B. bei ungeimpften, älteren oder immunsupprimierten Patienten.

Diese Empfehlung stützt sich auf neue Daten aus zwei randomisierten kontrollierten Studien mit 3078 Patienten. Die Daten zeigen, dass das Risiko einer Krankenhauseinweisung nach dieser Behandlung um 85 % gesenkt wird. In einer Hochrisikogruppe (über 10 % Risiko für eine Krankenhauseinweisung) bedeutet dies 84 weniger Krankenhausaufenthalte pro 1000 Patienten.

https://www.who.int/news/item/22-04-2022-who-recommends-highly-successful-covid-19-therapy-and-calls-for-wide-geographical-distribution-and-transparency-from-originator

♟Abonniere und teile den Kanal ♟
👉🏼 Telegram: t.me/CheckMateNews",2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
corona_fakten,910,2022-04-24T12:19:48Z,"Ritter Sir John Maddox, 1992 der mächtigste Mann auf diesem Planeten, über die globale Bedeutung von HIV für die Gentechnik❗️

🧬 Gentechnik 🧬

Warum mit aller Gewalt an der Gentechnik und an HIV festgehalten wird, hat einen Grund.

Ritter Sir John Maddox, einer der damals mächtigsten Männer & ehemalige Herausgeber eines der weltweit angesehensten Zeitschriften für Naturwissenschaften NATURE, packte vor Jahren bereits aus.

Ein Beitrag, der unter die Haut geht.

➖➖➖➖➖➖➖

📝 Hier zum Artikel 👈

👉 Abonniere @Corona_Fakten

👉 Corona_Fakten Ansprechpartner = @NotIsolate

➖➖➖➖➖➖➖

👇 J e t z t B e s t e l l e n & Corona_Fakten unterstützen ❤️👇

📚 Die Zeitzeugen Band 1.0 📚

📚 Die Zeitzeugen Band 1.1 📚",4.333333333333333,4.333333333333333,2.6666666666666665,2.6666666666666665,4.333333333333333,3.6666666666666665,3.6666666666666665
weissesarmband,35987,2022-05-03T10:08:36Z,"Adieu, Souveränität? Bill Gates fordert „GERM“-Einheit mit umfassenden globalen Befugnissen

Bill Gates verfügt zwar über keinerlei wissenschaftliche Abschlüsse, die ihn zu haltbaren Aussagen über angebliche „Pandemien“ wie Covid-19 qualifizieren würden, doch er hält an seinen stetigen Warnungen vor globalen Gesundheitskatastrophen wacker fest. Jüngst gab ihm das Wallstreet Journal eine Plattform und ließ ihn dort einen Gastartikel über seine Pläne für ein globales „Pandemie-Schutz-Team“ veröffentlichen.

Er möchte es „GERM“ nennen – zu Deutsch „Keim“ oder „Erreger“. Das passt durchaus: Immerhin haben sich die Reaktionen der Politik auf die sogenannte SARS-CoV-2-„Pandemie“ tatsächlich bereits vielfach als krankmachender als das Virus selbst erwiesen.

Gates: „Was wir brauchen, ist eine gut finanzierte globale Organisation mit genügend Vollzeitexperten in allen notwendigen Bereichen, der Glaubwürdigkeit und Autorität, die eine öffentliche Institution mit sich bringt, und einem klaren Auftrag, sich auf die Prävention von Pandemien zu konzentrieren. Ich nenne es das GERM – Global Epidemic Response and Mobilization – Team, und die Aufgabe seiner Mitarbeiter sollte es sein, jeden Tag aufzuwachen und sich die gleichen Fragen zu stellen: „Ist die Welt bereit für den nächsten Ausbruch? Was können wir tun, um besser vorbereitet zu sein?“ Sie sollten voll bezahlt, regelmäßig trainiert und darauf vorbereitet sein, auf die nächste Bedrohung durch eine Pandemie koordiniert zu reagieren. Das GERM-Team sollte in der Lage sein, eine Pandemie auszurufen und mit nationalen Regierungen und der Weltbank zusammenzuarbeiten, um sehr schnell Geld für die Reaktion zu sammeln.“

https://report24.news/adieu-souveraenitaet-bill-gates-fordert-germ-pandemie-team-mit-umfassenden-globalen-befugnissen/",4.333333333333333,3.6666666666666665,2,3.6666666666666665,3.6666666666666665,3,3.6666666666666665
checkmatenews,40076,2022-05-13T17:02:15Z,"40 Gründe wieso ich die «Steuer­erklärung» nicht mehr freiwillig unterschreibe

""Diesen selbstverfassten Text werde ich als Anhang zur Steuererklärung 2021 beilegen, in der Hoffnung, dass er von Mitarbeitern des Steueramts gelesen wird."" von Katja Lutz

Sehr geehrter Mitmensch

Ihnen mag wahrscheinlich ziemlich verdutzt aufgefallen sein, dass ich die Unterschrift für Ihre Dokumente «Steuererklärung» / «Quittung zu den elektronisch übermittelten Steuererklärungsformularen und -daten sowie den Steuerbelegen» für 2021 nicht freiwillig, sondern mit dem Vermerk «unter Zwang» abgegeben habe. Ich hoffe, dass Sie diesen mir wichtigen Brief nicht wie eine Maschine und nicht nur als Angestellter, sondern in erster Linie als Mensch aufmerksam, gewissenhaft und mit offenem Herzen durchlesen. Gerne möchte ich Ihnen hiermit erläutern, weshalb ich die genannten Dokumente nicht mit gutem Gewissen freiwillig unterzeichnen kann.

Der Zweck dieses Briefes besteht in drei Punkten:

Sicherstellen dass ich auch in vielen Jahren noch mit reinem Gewissen für mich selbst sagen kann: «Ich habe alles in meiner Macht Liegende getan, um die Freiheit, Kreativität, Anonymität, Privatsphäre, Selbstständigkeit, Meinungsfreiheit, Liebe, Freude, die Zukunft, das Wohl meiner Mitmenschen, den Frieden und die Beständigkeit der Mutter Natur zu bewahren».

Kommt es irgendwann zu einer Verurteilung im Zusammenhang mit den weiter unten aufgelisteten «Handlungen», soll dieser Brief einen Beweis dafür darstellen, dass ich zu diesen Handlungen nicht geschwiegen, sondern mich klar dagegen geäussert habe. Deshalb bitte ich Sie, diesen Brief ebenso ordentlich aufzubewahren, wie alle anderen persönlichen Daten, die Sie über Ihre Mitmenschen während Ihrer Arbeit schulterzuckend sammeln.

Es ist auch ein verzweifelter Versuch Sie, der Leser von diesem Brief, Sie als lebendigen Menschen aufzurütteln und Sie zum Nachdenken zu bewegen.

👉🏼 Weiterlesen

♟Abonniere und teile den Kanal ♟
👉🏼 Telegram: t.me/CheckMateNews",3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.3333333333333335
uncut_news,44090,2022-06-12T08:20:18Z,"Warum ich zu 99% sicher bin, dass Justin Biebers Gesichtslähmung durch den COVID-Impfstoff verursacht wurde

Von Steve Kirsch: Er ist Geschäftsführender Direktor, Vaccine Safety Research Foundation (vacsafety.org)

Hängt es mit dem Impfstoff zusammen? Das sagt die Mathematik. Hier ist meine Berechnung.

Zusammenfassung

Die VAERS-Daten zeigen, dass das Ramsay-Hunt-Syndrom (RHS) nach einer COVID-Impfung 160-mal wahrscheinlicher ist als bei allen anderen Impfstoffen zusammen in einem beliebigen Jahr. Und wenn man den Anthrax-Impfstoff aus diesem Vergleich ausschließt, ist die Wahrscheinlichkeit einfach zu hoch, um sie zu berechnen (0 Fälle in 32 Jahren).

Der COVID-Impfstoff sollte also auf jeden Fall als mögliche Ursache für diese seltene Krankheit in Betracht gezogen werden.
Im Folgenden zeige ich, dass die geschätzte RHS-Rate nach der COVID-Impfung👉 hier mehr...",3.4,3.4,1.4,3.2,3.4,3.2,3
bitteltv,17198,2022-06-17T13:59:01Z,"Bericht: Winterreifen-Regel nun auch für die Maskenpflicht

Die Bundesregierung erwägt laut einem Bericht der «Welt am Sonntag» (WamS) zum Schutz vor einer Ausbreitung der Corona-Pandemie im Herbst eine neue, generelle Maskenpflicht ab Oktober. Im Gespräch sei eine sogenannte «O-O-Regel», hiess es unter Berufung auf Angaben aus Regierungskreisen. Diese «Oktober bis Ostern-Regel» ist bislang vor allem als Empfehlung bekannt, für diesen Zeitraum Autos mit Winterreifen auszurüsten.

Die neue Maskenpflicht könnte dem Bericht zufolge weiterhin wie bisher in öffentlichen Verkehrsmitteln, medizinischen Einrichtungen und Seniorenheimen gelten, zusätzlich aber auch wieder im Einzelhandel und der Gastronomie. Eine Ausweitung auch auf Schulen sei noch offen, hiess es.

Aus dem Kanzleramt hiess es laut «WamS, dazu, eine solche Ausweitung der Maskenpflicht werde als eine von mehreren möglichen Regelungen für die anstehende Novellierung des Infektionsschutzgesetzes in Erwägung gezogen. Zunächst solle aber, wie in der Koalition vereinbart, der Ende Juni erwartete Expertenbericht zu Wirksamkeit und Risiken bisheriger Corona-Schutzmassnahmen abgewartet werden.

Das Bundesgesundheitsministerium wollte sich demnach zu den möglichen Plänen nicht äussern. Ein Sprecher sagte laut «WamS» lediglich, über das neue Infektionsschutzgesetz werde noch regierungsintern verhandelt. Die derzeit geltenden Regeln des Infektionsschutzgesetzes zu Corona laufen am 23. September aus. Sie enthalten nur noch wenige, sogenannte Basis-Schutzmassnahmen.

Bundesgesundheitsminister Karl Lauterbach (59) geht davon aus, dass noch vor der Sommerpause die Eckpunkte für das neue Infektionsschutzgesetz vorgelegt werden.

https://tinyurl.com/2bcjrgtc

@BITTELTV - EINFACH ANDERS",1.3333333333333333,1,1,1,1.3333333333333333,1,1
g_saraslightfight,702723,2022-06-18T23:17:08Z,"Die 56 Grad waren in einem Uhrengehäuse gemessen worden. Und bei dieser Temperatur blieb die Uhr stehen.

In Autos kann es auch schnell mal 50 Grad bekommen, auch wenn die Außentemperatur keine 30 Grad hat. Weshalb man Kinder und Tiere niemals da zurücklassen darf.

Das war halt zu Zeiten als auch jeder wusste „Bild lügt“ … naja. Vielleicht nicht lügen in dem Fall, sondern ein wenig schummeln für eine auffällige Schlagzeile?",3.3333333333333335,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.6666666666666665,2,2
martinsellnerib,12706,2022-06-20T17:48:12Z,"Macron Verliert Mehrheit - Links & Rechts triumphieren!

🟥 Das Ergebnis der Parlamentswahlen in Frankreich überrascht. Macrons Partei ""En Marche"" hat die absolute Mehrheit verloren. In Frankreich ist das für den Präsidenten extrem seltsam.

▪️Das ""Rassemblement National"" kann dagegen seine Stimmen verzehnfachen und zieht erstmals seit 1986 als Fraktion ein!

▪️Ein Linksbündnis ist zweitstärkste Kraft und will eine starke Opposition bilden.

❗️Mehr dazu gleich ab 18:00 auf MSLive

🚀 Hier auf Odysee: https://odysee.com/@MartinSellner:d/MSlivestream:f
🍋 Hier auf DLive: https://dlive.tv/MartinSellner
🔌 Hier auf Gettr:https://gettr.com/user/martinsellnerib",1.6666666666666667,2.3333333333333335,2,1,1.3333333333333333,1,1.3333333333333333
bitchbotboiilive,64912,2022-07-11T20:29:39Z,"The Secret Teachings of The Saitic Isis

“I am Isis, mistress of the whole land: I was instructed by Hermes, and with Hermes I invented the writings of the nations, in order that not all should write with the same letters. I gave mankind their laws, and ordained what no one can alter. I am the eldest daughter of Kronos. I am the wife and sister of the king Osiris. I am she who rises in the dog star. I am she who is called the goddess of women. I am she who seperated the heaven from the earth. I have pointed out their paths to the stars. I have invented seamanship. I have brought together men and women. I have ordained that the elders shall be beloved by the children. With my brother Osiris I made an end of cannibalism. I have instructed mankind in the mysteries. I have taught reverence of the divine statues. I have established the temple precincts. I have overthrown the dominion of the tyrants. I have caused men to love woman. I have made justice more powerful than silver and gold. I have caused truth to be considered beautiful.”

The face and form of Isis were covered with a veil of scarlet cloth, symbolic of ignorance and emotionalism which forever stand between man and Truth. Isis lifts her veil and discovers herself to be the true and wise investigator who unselfishly, humble, and earnestly seeks to understand the mysteries which surround him in the universe. Those to whom she reveals herself are warned to remain silent concerning the mysteries which they have seen. The great admonition of the Wise Men was: “If you known it, be silent.” To the vulgar and profane, the infidel and disinterested one, she does not uncover her face, for they could not understand the secret processes of the invisible worlds.

- MPH",1,4,1.4,3,1,4,4
efauf_newsletter,3325,2022-07-29T22:10:36Z,"🔹‼️‼️‼️ DRINGEND ZEUGEN IN DER CAUSA „MICHAEL BALLWEG“ GESUCHT

Liebe Menschen,
in der Causa „Michael Ballweg“ werden von Michaels Anwaltsteam dringend Zeugen gesucht, die Schenkungen/Spenden an Michael Ballweg bzw. Querdenken-711 überwiesen haben, wobei es ihnen egal war, wie Michael Ballweg diese Schenkungen verwendet hat. Wenn dies auf dich zutrifft, dann schreibe bitte eine E-Mail mit deinem vollständigen Namen und
deiner Anschrift sowie der Erklärung, dass dir die Verwendung der Spende egal war, an folgende E-Mail-Adresse: zeuge@mutigmacher.org

Beispiel:
Max Musterfrau
Musterstrasse 1
12345 Musterstadt

Ich habe auf das Konto von Michael Ballweg Geld als Schenkung überwiesen. Mir war es egal, was Michael Ballweg mit dieser Schenkung macht.

📌 Wir werden alle E-Mails umgehend an das Anwaltsteam – und auch NUR dahin – weitergeben.

Herzlichen Dank für eure Unterstützung!

Friedvolle Grüße, Euer Mutigmacher-Team – für Wahrheit, Wahrhaftigkeit und Aufklärung

📌Aktuelle Unterstüzungsmöglichkeiten 💙 Danke von Herzen!
Hier findest Du die Mutigmacher: 
Webseite | Facebook-Seite | Facebook-Gruppe | Telegram | Twitter | PeerTube | Movipo | YouTube | Odysee

🗞️Eltern für Aufklärung 
und Freiheit e.V. 
👫♥️👩🏾‍🤝‍👨🏼
@EfAuF_Newsletter",2.6666666666666665,2.3333333333333335,2.8333333333333335,2.5,2,1.8333333333333333,2.1666666666666665
qlobalchange,10837,2020-01-01T15:23:37Z,"Es ist schon seit einiger Zeit schwierig für mich, über #QAnon zu schreiben.

Als ich mit dieser Seite anfing, hätte ich nie erwartet, dass sie sich mit der #QMovement so gut kombinieren ließe, wie sie es getan hat. Und wer hätte das vorhersagen können?  Ich war nur ein wütender /pol/lack Verbannter von Facebook, der seine Präsenz online in einer zensurfreien Umgebung behaupten wollte. Ich war frustriert über das Deplatzierungsverfahren, das vor sich ging, und war entschlossen, meine Inhalte in einem Bereich zu veröffentlichen, in dem ich die totale Kontrolle über meine Beiträge hatte - auch wenn das bedeutete, dass ich die Plattform selbst aufbauen musste, um es zu ermöglichen. Ich habe alle möglichen Anon-bezogenen Themen behandelt; nicht nur Q. Ich entdeckte das Thema Q, womit sich ebenfalls in vielen Diskussionen die Anons beschäftigten. Ich hatte keine Ahnung, dass diese Q-Sache so wachsen würde, wie sie gewachsen ist, weder war mir zu der Zeit, als ich diese Seite zum ersten Mal aufgebaut habe, die enormen Auswirkungen, die Q auf die Welt haben würde, völlig klar. Wahrlich war es ein Zusammentreffen; zur richtigen Zeit am richtigen Ort zu sein.

https://qlobal-change.blogspot.com/2020/01/das-ausma-der-auswirkungen-von-qanon.html?m=1",3.3333333333333335,3.6666666666666665,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.6666666666666665,3.3333333333333335
gunnarkaisertv,291,2020-01-01T22:50:01Z,"Wieder mal ein sehr perpetuierendes Video der Liberty Academy, diesmal auch über die Identitäre Bewegung. 

Fakt ist: Die Macher der Liberty Academy haben die Texte der IB gelesen und verstanden, was hinter der vereinnahmenden Rhetorik steckt. („Wir sind doch nur eine migrationskritische Sammelbewegung.“)

Was die Kommentare (mal wieder) zeigen: Für das, was man bei den Grünen und Neu-Linken als ideologische Mimikry mittlerweile durchschaut, ist man auf dem rechten Auge blind. 

Was die Kollektivisten aller Länder nicht wahrhaben wollen: Nur weil einer den Mainstream kritisiert, muss das nicht heißen, dass seine Lösungen zu Frieden und Freiheit führen werden. Sad!

https://youtu.be/7AI5yZg4Jl8",2.3333333333333335,2,1.6666666666666667,2,2.6666666666666665,2,1.6666666666666667
